Customer Number,Customer Identifier,Customer Details,Market Segment Code,Phone Number,Account Balance,Market Segment,Comment
759,Customer#000000759,Details for Customer 759,14,79-541-663-6732,1663.3,FURNITURE,Excellent customer service experience 759
760,Customer#000000760,Details for Customer 760,14,20-285-970-1232,962.69,ELECTRONICS,Excellent customer service experience 760
761,Customer#000000761,Details for Customer 761,18,85-142-867-1428,1378.64,ELECTRONICS,Excellent customer service experience 761
762,Customer#000000762,Details for Customer 762,17,83-525-188-8113,723.69,ELECTRONICS,Excellent customer service experience 762
763,Customer#000000763,Details for Customer 763,18,16-700-763-6928,1178.99,ELECTRONICS,Excellent customer service experience 763
764,Customer#000000764,Details for Customer 764,15,15-754-756-8336,890.19,FURNITURE,Excellent customer service experience 764
765,Customer#000000765,Details for Customer 765,16,36-626-559-7458,814.41,ELECTRONICS,Excellent customer service experience 765
766,Customer#000000766,Details for Customer 766,12,89-844-371-6779,1865.31,FURNITURE,Excellent customer service experience 766
767,Customer#000000767,Details for Customer 767,18,92-290-419-3427,576.26,BUILDING,Excellent customer service experience 767
768,Customer#000000768,Details for Customer 768,18,89-745-427-9775,822.89,ELECTRONICS,Excellent customer service experience 768
769,Customer#000000769,Details for Customer 769,18,32-660-951-3830,1793.27,FURNITURE,Excellent customer service experience 769
770,Customer#000000770,Details for Customer 770,10,12-975-494-8465,1888.37,BUILDING,Excellent customer service experience 770
771,Customer#000000771,Details for Customer 771,10,59-596-513-4691,1624.21,FURNITURE,Excellent customer service experience 771
772,Customer#000000772,Details for Customer 772,11,78-776-814-5483,1498.38,ELECTRONICS,Excellent customer service experience 772
773,Customer#000000773,Details for Customer 773,10,58-956-256-9939,1296.1,AUTOMOBILE,Excellent customer service experience 773
774,Customer#000000774,Details for Customer 774,15,82-222-412-9997,1139.22,ELECTRONICS,Excellent customer service experience 774
775,Customer#000000775,Details for Customer 775,18,22-399-394-3736,1157.11,FURNITURE,Excellent customer service experience 775
776,Customer#000000776,Details for Customer 776,13,14-307-767-3293,1605.15,FURNITURE,Excellent customer service experience 776
777,Customer#000000777,Details for Customer 777,10,20-206-875-2953,1082.62,ELECTRONICS,Excellent customer service experience 777
778,Customer#000000778,Details for Customer 778,14,67-546-863-9408,740.04,FURNITURE,Excellent customer service experience 778
779,Customer#000000779,Details for Customer 779,12,94-834-360-7197,1824.49,BUILDING,Excellent customer service experience 779
780,Customer#000000780,Details for Customer 780,11,22-258-402-9212,1049.91,ELECTRONICS,Excellent customer service experience 780
781,Customer#000000781,Details for Customer 781,19,68-663-160-3951,1137.7,AUTOMOBILE,Excellent customer service experience 781
782,Customer#000000782,Details for Customer 782,18,56-572-493-6905,1603.49,FURNITURE,Excellent customer service experience 782
783,Customer#000000783,Details for Customer 783,19,24-294-203-2435,578.76,BUILDING,Excellent customer service experience 783
784,Customer#000000784,Details for Customer 784,14,85-159-207-6935,899.34,AUTOMOBILE,Excellent customer service experience 784
785,Customer#000000785,Details for Customer 785,11,96-516-460-6429,960.6,FURNITURE,Excellent customer service experience 785
786,Customer#000000786,Details for Customer 786,16,14-641-265-4114,1490.18,FURNITURE,Excellent customer service experience 786
787,Customer#000000787,Details for Customer 787,11,31-762-922-3418,1404.8,BUILDING,Excellent customer service experience 787
788,Customer#000000788,Details for Customer 788,12,13-886-141-8714,1787.63,BUILDING,Excellent customer service experience 788
789,Customer#000000789,Details for Customer 789,13,19-214-471-6980,945.04,FURNITURE,Excellent customer service experience 789
790,Customer#000000790,Details for Customer 790,10,42-641-324-7495,592.81,AUTOMOBILE,Excellent customer service experience 790
791,Customer#000000791,Details for Customer 791,14,84-237-505-1317,1456.07,BUILDING,Excellent customer service experience 791
792,Customer#000000792,Details for Customer 792,15,68-795-199-7009,1825.7,AUTOMOBILE,Excellent customer service experience 792
793,Customer#000000793,Details for Customer 793,13,19-532-398-9721,622.16,BUILDING,Excellent customer service experience 793
794,Customer#000000794,Details for Customer 794,18,58-340-292-1889,1273.02,FURNITURE,Excellent customer service experience 794
795,Customer#000000795,Details for Customer 795,17,14-276-995-4976,1166.87,FURNITURE,Excellent customer service experience 795
796,Customer#000000796,Details for Customer 796,18,59-956-128-2081,1049.93,FURNITURE,Excellent customer service experience 796
797,Customer#000000797,Details for Customer 797,19,54-831-975-8846,1467.78,BUILDING,Excellent customer service experience 797
798,Customer#000000798,Details for Customer 798,18,78-702-252-9473,1032.41,AUTOMOBILE,Excellent customer service experience 798
799,Customer#000000799,Details for Customer 799,12,64-152-315-5400,1614.17,AUTOMOBILE,Excellent customer service experience 799
800,Customer#000000800,Details for Customer 800,15,73-376-631-8819,598.58,BUILDING,Excellent customer service experience 800
801,Customer#000000801,Details for Customer 801,13,51-141-874-1627,1123.82,BUILDING,Excellent customer service experience 801
802,Customer#000000802,Details for Customer 802,17,12-913-556-8509,1184.08,AUTOMOBILE,Excellent customer service experience 802
803,Customer#000000803,Details for Customer 803,16,64-667-428-1870,1797.21,BUILDING,Excellent customer service experience 803
804,Customer#000000804,Details for Customer 804,13,94-380-530-5335,800.03,BUILDING,Excellent customer service experience 804
805,Customer#000000805,Details for Customer 805,15,24-249-957-2248,1358.28,BUILDING,Excellent customer service experience 805
806,Customer#000000806,Details for Customer 806,15,94-389-240-7241,1200.65,FURNITURE,Excellent customer service experience 806
807,Customer#000000807,Details for Customer 807,14,81-749-956-1357,1272.9,BUILDING,Excellent customer service experience 807
808,Customer#000000808,Details for Customer 808,13,15-402-333-5364,876.42,FURNITURE,Excellent customer service experience 808
809,Customer#000000809,Details for Customer 809,12,98-181-562-9887,1289.77,ELECTRONICS,Excellent customer service experience 809
810,Customer#000000810,Details for Customer 810,11,88-949-450-1677,516.59,FURNITURE,Excellent customer service experience 810
811,Customer#000000811,Details for Customer 811,19,11-548-851-4467,1458.67,FURNITURE,Excellent customer service experience 811
812,Customer#000000812,Details for Customer 812,16,49-269-568-5205,1412.71,ELECTRONICS,Excellent customer service experience 812
813,Customer#000000813,Details for Customer 813,10,43-598-407-4830,1071.8,BUILDING,Excellent customer service experience 813
814,Customer#000000814,Details for Customer 814,10,31-737-666-4663,1968.64,BUILDING,Excellent customer service experience 814
815,Customer#000000815,Details for Customer 815,16,10-879-320-7945,1370.64,ELECTRONICS,Excellent customer service experience 815
816,Customer#000000816,Details for Customer 816,13,20-497-110-4303,1078.8,AUTOMOBILE,Excellent customer service experience 816
817,Customer#000000817,Details for Customer 817,19,49-900-456-9355,1502.71,BUILDING,Excellent customer service experience 817
818,Customer#000000818,Details for Customer 818,18,82-443-187-9127,1786.87,BUILDING,Excellent customer service experience 818
819,Customer#000000819,Details for Customer 819,13,56-838-438-2044,708.81,FURNITURE,Excellent customer service experience 819
820,Customer#000000820,Details for Customer 820,13,36-512-880-3434,1133.04,BUILDING,Excellent customer service experience 820
821,Customer#000000821,Details for Customer 821,17,46-646-110-7707,1724.46,BUILDING,Excellent customer service experience 821
822,Customer#000000822,Details for Customer 822,19,12-293-484-8236,1129.12,ELECTRONICS,Excellent customer service experience 822
823,Customer#000000823,Details for Customer 823,14,30-797-361-9036,1332.22,BUILDING,Excellent customer service experience 823
824,Customer#000000824,Details for Customer 824,18,13-465-881-7750,769.1,AUTOMOBILE,Excellent customer service experience 824
825,Customer#000000825,Details for Customer 825,16,53-358-479-6683,713.71,FURNITURE,Excellent customer service experience 825
826,Customer#000000826,Details for Customer 826,16,87-891-243-4804,1463.6,AUTOMOBILE,Excellent customer service experience 826
827,Customer#000000827,Details for Customer 827,17,45-706-545-7453,521.44,ELECTRONICS,Excellent customer service experience 827
828,Customer#000000828,Details for Customer 828,12,97-492-450-1878,1909.17,FURNITURE,Excellent customer service experience 828
829,Customer#000000829,Details for Customer 829,15,35-489-593-9837,844.42,BUILDING,Excellent customer service experience 829
830,Customer#000000830,Details for Customer 830,14,40-871-476-7329,608.66,ELECTRONICS,Excellent customer service experience 830
831,Customer#000000831,Details for Customer 831,10,37-740-239-5162,623.89,AUTOMOBILE,Excellent customer service experience 831
832,Customer#000000832,Details for Customer 832,15,31-706-926-2141,1195.99,AUTOMOBILE,Excellent customer service experience 832
833,Customer#000000833,Details for Customer 833,19,59-990-925-6080,1541.76,ELECTRONICS,Excellent customer service experience 833
834,Customer#000000834,Details for Customer 834,16,50-151-506-1626,1901.52,FURNITURE,Excellent customer service experience 834
835,Customer#000000835,Details for Customer 835,16,39-537-780-7736,1185.87,BUILDING,Excellent customer service experience 835
836,Customer#000000836,Details for Customer 836,18,21-900-716-5921,586.43,BUILDING,Excellent customer service experience 836
837,Customer#000000837,Details for Customer 837,15,37-434-790-9628,1832.79,ELECTRONICS,Excellent customer service experience 837
838,Customer#000000838,Details for Customer 838,12,75-288-259-2737,798.14,FURNITURE,Excellent customer service experience 838
839,Customer#000000839,Details for Customer 839,13,24-307-623-9993,1561.84,ELECTRONICS,Excellent customer service experience 839
840,Customer#000000840,Details for Customer 840,17,66-860-525-1667,1286.67,BUILDING,Excellent customer service experience 840
841,Customer#000000841,Details for Customer 841,19,60-707-245-6519,989.39,BUILDING,Excellent customer service experience 841
842,Customer#000000842,Details for Customer 842,13,48-998-953-2699,631.43,BUILDING,Excellent customer service experience 842
843,Customer#000000843,Details for Customer 843,15,27-523-834-5216,1394.54,AUTOMOBILE,Excellent customer service experience 843
844,Customer#000000844,Details for Customer 844,11,59-237-125-2693,831.55,BUILDING,Excellent customer service experience 844
845,Customer#000000845,Details for Customer 845,11,76-724-612-9625,1398.53,ELECTRONICS,Excellent customer service experience 845
846,Customer#000000846,Details for Customer 846,10,99-339-873-3900,1429.91,ELECTRONICS,Excellent customer service experience 846
847,Customer#000000847,Details for Customer 847,14,23-905-184-8787,1395.89,AUTOMOBILE,Excellent customer service experience 847
848,Customer#000000848,Details for Customer 848,19,40-544-413-4493,741.74,BUILDING,Excellent customer service experience 848
849,Customer#000000849,Details for Customer 849,13,62-506-193-4924,1208.06,AUTOMOBILE,Excellent customer service experience 849
850,Customer#000000850,Details for Customer 850,13,75-141-476-7230,1456.65,FURNITURE,Excellent customer service experience 850
851,Customer#000000851,Details for Customer 851,14,64-555-138-5496,506.93,ELECTRONICS,Excellent customer service experience 851
852,Customer#000000852,Details for Customer 852,13,62-704-279-5333,1579.53,AUTOMOBILE,Excellent customer service experience 852
853,Customer#000000853,Details for Customer 853,19,97-640-274-7281,1013.35,FURNITURE,Excellent customer service experience 853
854,Customer#000000854,Details for Customer 854,15,51-767-382-8154,1037.05,ELECTRONICS,Excellent customer service experience 854
855,Customer#000000855,Details for Customer 855,18,24-756-769-8686,555.18,ELECTRONICS,Excellent customer service experience 855
856,Customer#000000856,Details for Customer 856,11,65-677-181-4712,1472.72,ELECTRONICS,Excellent customer service experience 856
857,Customer#000000857,Details for Customer 857,19,40-149-418-8169,1624.81,BUILDING,Excellent customer service experience 857
858,Customer#000000858,Details for Customer 858,13,85-771-644-2354,1138.32,ELECTRONICS,Excellent customer service experience 858
859,Customer#000000859,Details for Customer 859,10,13-929-956-7540,728.9,BUILDING,Excellent customer service experience 859
860,Customer#000000860,Details for Customer 860,16,36-872-781-1177,687.78,BUILDING,Excellent customer service experience 860
861,Customer#000000861,Details for Customer 861,14,88-799-142-4726,785.22,AUTOMOBILE,Excellent customer service experience 861
862,Customer#000000862,Details for Customer 862,17,64-488-159-2330,1991.09,FURNITURE,Excellent customer service experience 862
863,Customer#000000863,Details for Customer 863,16,97-351-472-1267,1169.14,AUTOMOBILE,Excellent customer service experience 863
864,Customer#000000864,Details for Customer 864,15,95-541-737-4646,1486.27,BUILDING,Excellent customer service experience 864
865,Customer#000000865,Details for Customer 865,16,21-995-429-7326,1557.08,FURNITURE,Excellent customer service experience 865
866,Customer#000000866,Details for Customer 866,10,63-284-514-8080,700.55,BUILDING,Excellent customer service experience 866
867,Customer#000000867,Details for Customer 867,17,65-720-323-6976,1017.02,FURNITURE,Excellent customer service experience 867
868,Customer#000000868,Details for Customer 868,17,18-309-321-6561,1783.01,BUILDING,Excellent customer service experience 868
869,Customer#000000869,Details for Customer 869,11,17-124-302-6298,1111.92,ELECTRONICS,Excellent customer service experience 869
870,Customer#000000870,Details for Customer 870,10,82-866-524-1586,1438.65,AUTOMOBILE,Excellent customer service experience 870
871,Customer#000000871,Details for Customer 871,12,49-839-611-6420,1467.86,BUILDING,Excellent customer service experience 871
872,Customer#000000872,Details for Customer 872,16,58-793-996-2257,1193.66,BUILDING,Excellent customer service experience 872
873,Customer#000000873,Details for Customer 873,16,91-556-215-8860,1639.42,FURNITURE,Excellent customer service experience 873
874,Customer#000000874,Details for Customer 874,17,42-914-503-1243,1508.48,FURNITURE,Excellent customer service experience 874
875,Customer#000000875,Details for Customer 875,14,48-196-329-3548,594.43,ELECTRONICS,Excellent customer service experience 875
876,Customer#000000876,Details for Customer 876,13,57-813-276-8412,1856.47,BUILDING,Excellent customer service experience 876
877,Customer#000000877,Details for Customer 877,13,31-642-709-3790,882.29,BUILDING,Excellent customer service experience 877
878,Customer#000000878,Details for Customer 878,15,34-677-822-5918,963.59,BUILDING,Excellent customer service experience 878
879,Customer#000000879,Details for Customer 879,11,71-228-153-3644,1818.96,ELECTRONICS,Excellent customer service experience 879
880,Customer#000000880,Details for Customer 880,10,74-153-236-3638,1089.03,BUILDING,Excellent customer service experience 880
881,Customer#000000881,Details for Customer 881,11,48-358-871-6558,1474.41,ELECTRONICS,Excellent customer service experience 881
882,Customer#000000882,Details for Customer 882,12,28-914-854-1263,1346.56,ELECTRONICS,Excellent customer service experience 882
883,Customer#000000883,Details for Customer 883,15,16-612-556-3271,1741.27,BUILDING,Excellent customer service experience 883
884,Customer#000000884,Details for Customer 884,14,66-724-589-8003,857.01,BUILDING,Excellent customer service experience 884
885,Customer#000000885,Details for Customer 885,19,83-648-459-3823,1209.47,ELECTRONICS,Excellent customer service experience 885
886,Customer#000000886,Details for Customer 886,12,42-882-498-1383,1285.86,AUTOMOBILE,Excellent customer service experience 886
887,Customer#000000887,Details for Customer 887,19,22-598-735-9142,1186.25,FURNITURE,Excellent customer service experience 887
888,Customer#000000888,Details for Customer 888,16,15-243-217-5722,871.92,FURNITURE,Excellent customer service experience 888
889,Customer#000000889,Details for Customer 889,14,87-184-844-5176,1087.58,BUILDING,Excellent customer service experience 889
890,Customer#000000890,Details for Customer 890,11,59-575-976-6146,914.6,FURNITURE,Excellent customer service experience 890
891,Customer#000000891,Details for Customer 891,10,30-525-786-2566,1885.54,BUILDING,Excellent customer service experience 891
892,Customer#000000892,Details for Customer 892,17,43-867-286-8560,1811.31,FURNITURE,Excellent customer service experience 892
893,Customer#000000893,Details for Customer 893,18,37-705-423-9741,1258.29,ELECTRONICS,Excellent customer service experience 893
894,Customer#000000894,Details for Customer 894,12,66-432-102-8964,780.27,AUTOMOBILE,Excellent customer service experience 894
895,Customer#000000895,Details for Customer 895,18,89-236-258-6722,1933.85,FURNITURE,Excellent customer service experience 895
896,Customer#000000896,Details for Customer 896,15,40-404-201-1040,1638.67,FURNITURE,Excellent customer service experience 896
897,Customer#000000897,Details for Customer 897,13,10-975-884-9533,1154.11,BUILDING,Excellent customer service experience 897
898,Customer#000000898,Details for Customer 898,12,79-718-242-4613,1357.14,ELECTRONICS,Excellent customer service experience 898
899,Customer#000000899,Details for Customer 899,12,49-300-267-6519,1305.23,FURNITURE,Excellent customer service experience 899
900,Customer#000000900,Details for Customer 900,16,62-565-558-9807,535.18,AUTOMOBILE,Excellent customer service experience 900
901,Customer#000000901,Details for Customer 901,18,51-750-947-1370,937.45,FURNITURE,Excellent customer service experience 901
902,Customer#000000902,Details for Customer 902,11,29-654-960-9515,1151.73,FURNITURE,Excellent customer service experience 902
903,Customer#000000903,Details for Customer 903,14,56-314-529-6549,1073.03,ELECTRONICS,Excellent customer service experience 903
904,Customer#000000904,Details for Customer 904,11,83-381-245-8443,1689.44,FURNITURE,Excellent customer service experience 904
905,Customer#000000905,Details for Customer 905,13,67-232-674-6489,1055.34,AUTOMOBILE,Excellent customer service experience 905
906,Customer#000000906,Details for Customer 906,17,26-949-484-7576,1868.63,AUTOMOBILE,Excellent customer service experience 906
907,Customer#000000907,Details for Customer 907,13,41-909-936-2637,1291.17,AUTOMOBILE,Excellent customer service experience 907
908,Customer#000000908,Details for Customer 908,10,38-246-963-1912,1195.14,AUTOMOBILE,Excellent customer service experience 908
909,Customer#000000909,Details for Customer 909,17,80-216-978-7690,1780.17,BUILDING,Excellent customer service experience 909
910,Customer#000000910,Details for Customer 910,13,50-818-701-9806,534.58,ELECTRONICS,Excellent customer service experience 910
911,Customer#000000911,Details for Customer 911,10,65-635-954-9534,1885.22,BUILDING,Excellent customer service experience 911
912,Customer#000000912,Details for Customer 912,18,73-275-644-6421,1275.71,BUILDING,Excellent customer service experience 912
913,Customer#000000913,Details for Customer 913,13,95-479-592-9586,1160.61,BUILDING,Excellent customer service experience 913
914,Customer#000000914,Details for Customer 914,17,98-942-589-6311,698.81,FURNITURE,Excellent customer service experience 914
915,Customer#000000915,Details for Customer 915,14,67-720-940-5212,851.79,BUILDING,Excellent customer service experience 915
916,Customer#000000916,Details for Customer 916,11,40-515-482-9256,959.43,ELECTRONICS,Excellent customer service experience 916
917,Customer#000000917,Details for Customer 917,16,74-239-393-8799,992.36,FURNITURE,Excellent customer service experience 917
918,Customer#000000918,Details for Customer 918,14,44-991-118-3848,576.78,FURNITURE,Excellent customer service experience 918
919,Customer#000000919,Details for Customer 919,13,48-495-993-4190,848.68,BUILDING,Excellent customer service experience 919
920,Customer#000000920,Details for Customer 920,16,97-310-901-3756,1601.73,ELECTRONICS,Excellent customer service experience 920
921,Customer#000000921,Details for Customer 921,16,13-209-559-8307,618.92,ELECTRONICS,Excellent customer service experience 921
922,Customer#000000922,Details for Customer 922,14,23-355-841-5724,811.03,ELECTRONICS,Excellent customer service experience 922
923,Customer#000000923,Details for Customer 923,12,30-407-301-7053,754.45,ELECTRONICS,Excellent customer service experience 923
924,Customer#000000924,Details for Customer 924,17,35-657-871-9723,1783.74,ELECTRONICS,Excellent customer service experience 924
925,Customer#000000925,Details for Customer 925,13,24-279-474-8554,1555.32,AUTOMOBILE,Excellent customer service experience 925
926,Customer#000000926,Details for Customer 926,11,84-666-491-9900,841.38,BUILDING,Excellent customer service experience 926
927,Customer#000000927,Details for Customer 927,10,16-168-652-2176,1684.0,AUTOMOBILE,Excellent customer service experience 927
928,Customer#000000928,Details for Customer 928,16,25-150-967-7479,1238.04,FURNITURE,Excellent customer service experience 928
929,Customer#000000929,Details for Customer 929,11,96-594-814-4250,568.53,FURNITURE,Excellent customer service experience 929
930,Customer#000000930,Details for Customer 930,15,46-246-722-1384,1317.19,FURNITURE,Excellent customer service experience 930
931,Customer#000000931,Details for Customer 931,14,79-993-680-3216,1179.26,BUILDING,Excellent customer service experience 931
932,Customer#000000932,Details for Customer 932,16,54-112-105-8689,1461.18,ELECTRONICS,Excellent customer service experience 932
933,Customer#000000933,Details for Customer 933,13,38-869-223-7622,1178.0,BUILDING,Excellent customer service experience 933
934,Customer#000000934,Details for Customer 934,11,33-308-627-1450,1923.08,AUTOMOBILE,Excellent customer service experience 934
935,Customer#000000935,Details for Customer 935,17,64-162-324-4483,1481.45,AUTOMOBILE,Excellent customer service experience 935
936,Customer#000000936,Details for Customer 936,17,57-569-701-9106,752.41,AUTOMOBILE,Excellent customer service experience 936
937,Customer#000000937,Details for Customer 937,18,59-227-268-9176,1553.48,BUILDING,Excellent customer service experience 937
938,Customer#000000938,Details for Customer 938,10,69-618-397-8766,1162.29,FURNITURE,Excellent customer service experience 938
939,Customer#000000939,Details for Customer 939,10,71-282-545-6074,1698.34,AUTOMOBILE,Excellent customer service experience 939
940,Customer#000000940,Details for Customer 940,12,77-358-335-5715,954.27,AUTOMOBILE,Excellent customer service experience 940
941,Customer#000000941,Details for Customer 941,16,43-484-731-7097,1678.9,FURNITURE,Excellent customer service experience 941
942,Customer#000000942,Details for Customer 942,11,33-862-933-5417,872.99,AUTOMOBILE,Excellent customer service experience 942
943,Customer#000000943,Details for Customer 943,19,11-603-632-2887,529.98,FURNITURE,Excellent customer service experience 943
944,Customer#000000944,Details for Customer 944,19,48-553-284-5885,686.88,BUILDING,Excellent customer service experience 944
945,Customer#000000945,Details for Customer 945,15,71-457-940-6512,780.88,FURNITURE,Excellent customer service experience 945
946,Customer#000000946,Details for Customer 946,11,38-355-201-3482,607.25,ELECTRONICS,Excellent customer service experience 946
947,Customer#000000947,Details for Customer 947,17,42-348-667-5085,1797.83,ELECTRONICS,Excellent customer service experience 947
948,Customer#000000948,Details for Customer 948,13,25-333-456-4470,1311.75,FURNITURE,Excellent customer service experience 948
949,Customer#000000949,Details for Customer 949,19,32-806-629-4564,1043.36,FURNITURE,Excellent customer service experience 949
950,Customer#000000950,Details for Customer 950,13,57-758-188-3824,1417.32,FURNITURE,Excellent customer service experience 950
951,Customer#000000951,Details for Customer 951,12,32-317-429-3802,1678.62,FURNITURE,Excellent customer service experience 951
952,Customer#000000952,Details for Customer 952,14,70-913-638-5479,1730.8,AUTOMOBILE,Excellent customer service experience 952
953,Customer#000000953,Details for Customer 953,15,20-952-275-3933,1340.1,ELECTRONICS,Excellent customer service experience 953
954,Customer#000000954,Details for Customer 954,14,57-681-658-9986,1537.13,FURNITURE,Excellent customer service experience 954
955,Customer#000000955,Details for Customer 955,16,55-619-871-7041,893.72,BUILDING,Excellent customer service experience 955
956,Customer#000000956,Details for Customer 956,18,75-384-947-4655,817.36,ELECTRONICS,Excellent customer service experience 956
957,Customer#000000957,Details for Customer 957,10,58-355-970-7855,939.36,FURNITURE,Excellent customer service experience 957
958,Customer#000000958,Details for Customer 958,19,16-604-438-5642,1531.1,FURNITURE,Excellent customer service experience 958
959,Customer#000000959,Details for Customer 959,16,47-969-711-1744,904.42,ELECTRONICS,Excellent customer service experience 959
960,Customer#000000960,Details for Customer 960,17,27-207-547-1585,675.16,FURNITURE,Excellent customer service experience 960
961,Customer#000000961,Details for Customer 961,19,15-235-634-3321,1244.74,FURNITURE,Excellent customer service experience 961
962,Customer#000000962,Details for Customer 962,16,50-181-192-5987,1563.56,AUTOMOBILE,Excellent customer service experience 962
963,Customer#000000963,Details for Customer 963,15,58-839-509-9348,682.55,ELECTRONICS,Excellent customer service experience 963
964,Customer#000000964,Details for Customer 964,14,97-604-685-2901,1237.07,BUILDING,Excellent customer service experience 964
965,Customer#000000965,Details for Customer 965,17,83-302-377-7038,1819.11,ELECTRONICS,Excellent customer service experience 965
966,Customer#000000966,Details for Customer 966,13,14-922-331-8361,1079.09,FURNITURE,Excellent customer service experience 966
967,Customer#000000967,Details for Customer 967,16,22-248-241-5979,1764.68,AUTOMOBILE,Excellent customer service experience 967
968,Customer#000000968,Details for Customer 968,13,15-786-391-1104,857.6,BUILDING,Excellent customer service experience 968
969,Customer#000000969,Details for Customer 969,17,35-147-612-9341,838.9,AUTOMOBILE,Excellent customer service experience 969
970,Customer#000000970,Details for Customer 970,18,17-870-744-5465,1160.43,BUILDING,Excellent customer service experience 970
971,Customer#000000971,Details for Customer 971,14,44-610-154-2046,1509.42,AUTOMOBILE,Excellent customer service experience 971
972,Customer#000000972,Details for Customer 972,18,89-505-486-8447,1481.9,AUTOMOBILE,Excellent customer service experience 972
973,Customer#000000973,Details for Customer 973,12,55-864-929-1246,1904.31,ELECTRONICS,Excellent customer service experience 973
974,Customer#000000974,Details for Customer 974,16,28-383-310-4525,1182.06,BUILDING,Excellent customer service experience 974
975,Customer#000000975,Details for Customer 975,16,33-939-514-8305,1298.12,ELECTRONICS,Excellent customer service experience 975
976,Customer#000000976,Details for Customer 976,15,92-376-692-4985,1621.87,FURNITURE,Excellent customer service experience 976
977,Customer#000000977,Details for Customer 977,17,54-501-653-3825,672.52,BUILDING,Excellent customer service experience 977
978,Customer#000000978,Details for Customer 978,18,33-305-555-3047,760.13,AUTOMOBILE,Excellent customer service experience 978
979,Customer#000000979,Details for Customer 979,12,36-247-423-7408,1872.22,BUILDING,Excellent customer service experience 979
980,Customer#000000980,Details for Customer 980,12,56-351-556-5738,1213.04,ELECTRONICS,Excellent customer service experience 980
981,Customer#000000981,Details for Customer 981,10,15-498-261-9929,537.92,BUILDING,Excellent customer service experience 981
982,Customer#000000982,Details for Customer 982,18,75-919-911-2411,1129.93,BUILDING,Excellent customer service experience 982
983,Customer#000000983,Details for Customer 983,11,62-572-104-5260,675.99,ELECTRONICS,Excellent customer service experience 983
984,Customer#000000984,Details for Customer 984,19,56-991-619-1270,1670.56,AUTOMOBILE,Excellent customer service experience 984
985,Customer#000000985,Details for Customer 985,17,67-226-515-6928,1320.64,AUTOMOBILE,Excellent customer service experience 985
986,Customer#000000986,Details for Customer 986,15,75-825-505-2020,786.21,ELECTRONICS,Excellent customer service experience 986
987,Customer#000000987,Details for Customer 987,17,41-837-828-5113,1078.64,FURNITURE,Excellent customer service experience 987
988,Customer#000000988,Details for Customer 988,15,49-244-158-6121,1694.89,ELECTRONICS,Excellent customer service experience 988
989,Customer#000000989,Details for Customer 989,16,63-937-411-4896,1534.85,AUTOMOBILE,Excellent customer service experience 989
990,Customer#000000990,Details for Customer 990,12,46-605-771-9808,571.28,FURNITURE,Excellent customer service experience 990
991,Customer#000000991,Details for Customer 991,17,75-460-835-3706,547.9,AUTOMOBILE,Excellent customer service experience 991
992,Customer#000000992,Details for Customer 992,17,40-882-825-3271,1173.97,FURNITURE,Excellent customer service experience 992
993,Customer#000000993,Details for Customer 993,14,42-239-970-5332,1322.86,BUILDING,Excellent customer service experience 993
994,Customer#000000994,Details for Customer 994,13,88-883-747-5426,1354.35,AUTOMOBILE,Excellent customer service experience 994
995,Customer#000000995,Details for Customer 995,13,72-952-261-2527,701.44,FURNITURE,Excellent customer service experience 995
996,Customer#000000996,Details for Customer 996,15,28-611-270-9984,1687.28,AUTOMOBILE,Excellent customer service experience 996
997,Customer#000000997,Details for Customer 997,15,79-295-770-1802,1517.03,ELECTRONICS,Excellent customer service experience 997
998,Customer#000000998,Details for Customer 998,16,36-596-123-2224,1683.41,FURNITURE,Excellent customer service experience 998
999,Customer#000000999,Details for Customer 999,11,34-490-942-8037,877.73,BUILDING,Excellent customer service experience 999
1000,Customer#000001000,Details for Customer 1000,12,53-722-349-2255,1974.34,AUTOMOBILE,Excellent customer service experience 1000
1001,Customer#000001001,Details for Customer 1001,10,62-830-145-3511,1342.2,BUILDING,Excellent customer service experience 1001
1002,Customer#000001002,Details for Customer 1002,12,28-871-419-1186,907.79,BUILDING,Excellent customer service experience 1002
1003,Customer#000001003,Details for Customer 1003,15,73-523-578-6509,1212.3,BUILDING,Excellent customer service experience 1003
1004,Customer#000001004,Details for Customer 1004,12,57-762-719-3609,653.88,ELECTRONICS,Excellent customer service experience 1004
1005,Customer#000001005,Details for Customer 1005,10,83-516-435-2014,515.94,BUILDING,Excellent customer service experience 1005
1006,Customer#000001006,Details for Customer 1006,13,42-903-598-9956,634.44,ELECTRONICS,Excellent customer service experience 1006
1007,Customer#000001007,Details for Customer 1007,18,70-930-595-1739,866.84,FURNITURE,Excellent customer service experience 1007
1008,Customer#000001008,Details for Customer 1008,13,92-528-334-3616,1526.17,AUTOMOBILE,Excellent customer service experience 1008
1009,Customer#000001009,Details for Customer 1009,19,18-660-283-3773,1083.02,BUILDING,Excellent customer service experience 1009
1010,Customer#000001010,Details for Customer 1010,11,44-909-804-1011,542.08,FURNITURE,Excellent customer service experience 1010
1011,Customer#000001011,Details for Customer 1011,10,18-668-668-2335,1166.73,FURNITURE,Excellent customer service experience 1011
1012,Customer#000001012,Details for Customer 1012,16,18-377-988-3731,1675.51,BUILDING,Excellent customer service experience 1012
1013,Customer#000001013,Details for Customer 1013,14,19-351-303-7177,1619.72,FURNITURE,Excellent customer service experience 1013
